Time (s), X (m/s2), Y (m/s2), Z (m/s2), R (m/s2), Theta (deg), Phi (deg),ag,,9.849606
9.8387403,-0.055633,10.3017,-0.232702,10.304478,91.293999,90.309418,0.454872,,
9.8411922,-0.091525,10.325628,-0.213559,10.328242,91.184799,90.507851,0.478636,,
9.843646,-0.065204,10.292129,-0.220738,10.294702,91.228622,90.362984,0.445096,,
9.8460989,-0.043669,10.325628,-0.206381,10.327783,91.14502,90.24231,0.478177,,
9.8485518,-0.038883,10.292129,-0.182453,10.293818,91.015594,90.216461,0.444212,,
9.8510046,-0.024526,10.294521,-0.148953,10.295629,90.828964,90.136505,0.446023,,
9.8534584,-0.048455,10.304092,-0.108275,10.304775,90.602036,90.269432,0.455169,,
9.8559103,-0.024526,10.323236,-0.041276,10.323347,90.229088,90.136124,0.473741,,
9.8583641,-0.060419,10.335199,-0.058026,10.335539,90.321671,90.334946,0.485933,,
9.8608179,-0.096311,10.328021,-0.122632,10.329198,90.680252,90.534279,0.479592,,
9.8632698,-0.08674,10.34477,-0.134596,10.346009,90.745407,90.480408,0.496403,,
9.8657236,-0.101097,10.342378,-0.110668,10.343464,90.613037,90.560051,0.493858,,
9.8681765,-0.074776,10.280165,-0.089133,10.280823,90.49675,90.416748,0.431217,,
9.8706293,-0.093918,10.304092,-0.134596,10.3054,90.748344,90.522217,0.455794,,
9.8730822,-0.098704,10.323236,-0.218345,10.326016,91.211617,90.547806,0.47641,,
9.875536,-0.065204,10.296914,-0.223131,10.299538,91.241364,90.362816,0.449932,,
9.8779879,-0.077169,10.339985,-0.211167,10.342429,91.169922,90.427597,0.492823,,
9.8804417,-0.058026,10.311271,-0.201595,10.313404,91.120026,90.322426,0.463798,,
9.8828945,-0.038883,10.277771,-0.165703,10.279181,90.92366,90.216766,0.429575,,
9.8853464,-0.060419,10.320843,-0.165703,10.32235,90.9198,90.335411,0.472744,,
9.8878002,-0.067597,10.328021,-0.168096,10.329611,90.932426,90.375,0.480005,,
9.890254,-0.06999,10.306485,-0.16331,10.308017,90.907776,90.389084,0.458411,,
9.8927059,-0.019741,10.349556,-0.117847,10.350245,90.652374,90.109283,0.500639,,
9.8951588,-0.060419,10.328021,-0.022134,10.328221,90.122787,90.335175,0.478615,,
9.8976107,-0.101097,10.320843,-0.060419,10.321515,90.335396,90.561218,0.471909,,
9.9000645,-0.093918,10.287343,-0.113061,10.288393,90.629646,90.523064,0.438787,,
9.9025183,-0.089133,10.304092,-0.122632,10.305207,90.681839,90.495605,0.455601,,
9.9049702,-0.072383,10.313663,-0.148953,10.314993,90.827408,90.402107,0.465387,,
9.907424,-0.129811,10.3017,-0.101097,10.303014,90.562218,90.721939,0.453408,,
9.9098768,-0.115454,10.313663,-0.127418,10.315097,90.707764,90.641357,0.465491,,
9.9123287,-0.108275,10.306485,-0.14656,10.308096,90.814659,90.601898,0.45849,,
9.9147825,-0.065204,10.339985,-0.18006,10.341759,90.997627,90.361305,0.492153,,
9.9172354,-0.065204,10.330414,-0.153739,10.331763,90.852608,90.361641,0.482157,,
9.9196873,-0.10349,10.36152,-0.189631,10.363771,91.048431,90.572243,0.514165,,
9.9221411,-0.079561,10.371092,-0.151346,10.372501,90.836037,90.439537,0.522895,,
9.9245949,-0.062812,10.328021,-0.175274,10.3297,90.972244,90.34845,0.480094,,
9.9270477,-0.029312,10.316056,-0.148953,10.317173,90.827232,90.162804,0.467567,,
9.9295006,-0.036491,10.318449,-0.151346,10.319624,90.840324,90.202621,0.470018,,
9.9319534,-0.105882,10.332807,-0.132203,10.334194,90.732994,90.587105,0.484588,,
9.9344072,-0.096311,10.335199,-0.113061,10.336267,90.626732,90.533913,0.486661,,
9.9368601,-0.093918,10.316056,-0.110668,10.317077,90.614609,90.521614,0.467471,,
9.9393129,-0.081954,10.287343,-0.117847,10.288344,90.656303,90.456436,0.438738,,
9.9417658,-0.089133,10.272985,-0.093918,10.273802,90.523781,90.497108,0.424196,,
9.9442196,-0.089133,10.282557,-0.098704,10.283418,90.549957,90.496643,0.433812,,
9.9466715,-0.06999,10.294521,-0.115454,10.295406,90.642532,90.389534,0.4458,,
9.9491243,-0.043669,10.325628,-0.165703,10.32705,90.91938,90.24231,0.477444,,
9.9515781,-0.077169,10.351949,-0.199202,10.354153,91.102379,90.427101,0.504547,,
9.95403,-0.055633,10.347163,-0.144168,10.348317,90.798241,90.30806,0.498711,,
9.9564838,-0.012562,10.371092,-0.148953,10.372169,90.822845,90.069405,0.522563,,
9.9589367,-0.065204,10.368699,-0.16331,10.37019,90.902336,90.360306,0.520584,,
9.9613895,-0.050847,10.34477,-0.14656,10.345933,90.811676,90.281624,0.496327,,
9.9638424,-0.084347,10.359127,-0.122632,10.360196,90.678215,90.466507,0.51059,,
9.9662962,-0.031705,10.34477,-0.101097,10.345313,90.559914,90.175598,0.495707,,
9.968749,-0.079561,10.342378,-0.084347,10.343028,90.467247,90.44075,0.493422,,
9.9712029,-0.096311,10.313663,-0.098704,10.314586,90.548294,90.535027,0.46498,,
9.9736557,-0.096311,10.299307,-0.139382,10.3007,90.775307,90.535767,0.451094,,
9.9761076,-0.06999,10.306485,-0.158524,10.307942,90.88118,90.389084,0.458336,,
9.9785614,-0.034098,10.337592,-0.165703,10.338976,90.91832,90.188988,0.48937,,
9.9810152,-0.055633,10.318449,-0.134596,10.319477,90.74733,90.308914,0.469871,,
9.9834681,-0.060419,10.3017,-0.127418,10.302665,90.708618,90.336029,0.453059,,
9.9859219,-0.06999,10.299307,-0.158524,10.300765,90.88179,90.389351,0.451159,,
9.9883757,-0.05324,10.351949,-0.153739,10.353228,90.850838,90.29467,0.503622,,
9.9908276,-0.029312,10.339985,-0.089133,10.340411,90.493889,90.162422,0.490805,,
9.9932814,-0.084347,10.304092,-0.055633,10.304588,90.309334,90.469002,0.454982,,
9.9957352,-0.067597,10.325628,-0.079561,10.326157,90.44146,90.375084,0.476551,,
9.9981871,-0.06999,10.356734,-0.091525,10.357375,90.506317,90.387192,0.507769,,
10.0006409,-0.046062,10.332807,-0.031705,10.332958,90.175804,90.255409,0.483352,,
10.0030928,-0.038883,10.339985,-0.079561,10.340364,90.440849,90.215462,0.490758,,
10.0055466,-0.084347,10.323236,-0.10349,10.324099,90.574348,90.468132,0.474493,,
10.0080004,-0.089133,10.306485,-0.148953,10.307947,90.827972,90.495491,0.458341,,
10.0104523,-0.05324,10.311271,-0.151346,10.312519,90.840897,90.29583,0.462913,,
10.0129061,-0.077169,10.292129,-0.172881,10.29387,90.962303,90.429588,0.444264,,
10.0153589,-0.043669,10.294521,-0.18006,10.296189,91.002037,90.243042,0.446583,,
10.0178118,-0.043669,10.3017,-0.206381,10.30386,91.147682,90.242874,0.454254,,
10.0202656,-0.034098,10.325628,-0.192024,10.32747,91.065392,90.189201,0.477864,,
10.0227184,-0.043669,10.316056,-0.184846,10.317804,91.02652,90.242538,0.468198,,
10.0251703,-0.017348,10.311271,-0.141775,10.31226,90.787735,90.096397,0.462654,,
10.0276241,-0.007777,10.385448,-0.081954,10.385775,90.452126,90.0429,0.536169,,
10.030077,-0.010169,10.349556,-0.05324,10.349698,90.294739,90.056297,0.500092,,
10.0325308,-0.062812,10.328021,-0.055633,10.328362,90.308624,90.34845,0.478756,,
10.0349836,-0.105882,10.335199,-0.084347,10.336086,90.467567,90.586967,0.48648,,
10.0374365,-0.077169,10.287343,-0.093918,10.288061,90.523056,90.429787,0.438455,,
10.0398893,-0.067597,10.265807,-0.055633,10.266181,90.310493,90.377274,0.416575,,
10.0423422,-0.065204,10.337592,-0.139382,10.338737,90.772461,90.361389,0.489131,,
10.0447969,-0.06999,10.366306,-0.184846,10.36819,91.02153,90.386841,0.518584,,
10.0472488,-0.058026,10.304092,-0.232702,10.306883,91.293694,90.322647,0.457277,,
10.0497017,-0.065204,10.311271,-0.184846,10.313133,91.026985,90.362312,0.463527,,
10.0521555,-0.031705,10.316056,-0.194417,10.317937,91.079666,90.176086,0.468331,,
10.0546074,-0.043669,10.351949,-0.19681,10.353911,91.089157,90.241699,0.504305,,
10.0570602,-0.062812,10.34477,-0.175274,10.346446,90.970665,90.347885,0.49684,,
10.0595121,-0.060419,10.34477,-0.134596,10.345822,90.745422,90.334633,0.496216,,
10.0619659,-0.050847,10.34477,-0.105882,10.345437,90.586418,90.281624,0.495831,,
10.0644197,-0.026919,10.299307,-0.074776,10.299614,90.415977,90.14975,0.450008,,
10.0668716,-0.017348,10.308878,-0.048455,10.309007,90.269302,90.09642,0.459401,,
10.0693245,-0.072383,10.318449,-0.113061,10.319323,90.627762,90.401917,0.469717,,
10.0717773,-0.05324,10.292129,-0.127418,10.293056,90.709282,90.296387,0.44345,,
10.0742302,-0.038883,10.316056,-0.139382,10.317071,90.774078,90.215958,0.467465,,
10.076683,-0.081954,10.28495,-0.156132,10.286462,90.86969,90.456543,0.436856,,
10.0791359,-0.072383,10.330414,-0.117847,10.33134,90.653572,90.401451,0.481734,,
10.0815878,-0.101097,10.3017,-0.093918,10.302624,90.522316,90.562263,0.453018,,
10.0840416,-0.05324,10.342378,-0.122632,10.343242,90.679329,90.294945,0.493636,,
10.0864935,-0.093918,10.356734,-0.129811,10.357974,90.718071,90.519562,0.508368,,
10.0889473,-0.050847,10.306485,-0.081954,10.306936,90.455582,90.282669,0.45733,,
10.0914001,-0.072383,10.3017,-0.144168,10.302962,90.801758,90.402573,0.453356,,
10.093853,-0.072383,10.306485,-0.153739,10.307886,90.854584,90.402382,0.45828,,
10.0963058,-0.062812,10.330414,-0.16331,10.331896,90.905678,90.348366,0.48229,,
10.0987597,-0.046062,10.320843,-0.127418,10.321733,90.707314,90.255707,0.472127,,
10.1012125,-0.036491,10.304092,-0.058026,10.30432,90.322647,90.202904,0.454714,,
10.1036654,-0.007777,10.325628,-0.062812,10.325822,90.348534,90.043152,0.476216,,
10.1061192,-0.074776,10.311271,-0.079561,10.311849,90.44207,90.415489,0.462243,,
10.108572,-0.091525,10.308878,-0.108275,10.309853,90.601738,90.508675,0.460247,,
10.1110258,-0.074776,10.313663,-0.091525,10.314341,90.50843,90.415398,0.464735,,
10.1134796,-0.072383,10.328021,-0.101097,10.32877,90.560814,90.401543,0.479164,,
10.1159325,-0.058026,10.3017,-0.06999,10.3021,90.389259,90.322723,0.452494,,
10.1183853,-0.05324,10.287343,-0.098704,10.287954,90.549713,90.296524,0.438348,,
10.1208391,-0.098704,10.2682,-0.134596,10.269556,90.750961,90.550743,0.41995,,
10.123292,-0.079561,10.282557,-0.19681,10.284749,91.096481,90.443321,0.435143,,
10.1257458,-0.084347,10.28495,-0.156132,10.286481,90.86969,90.469872,0.436875,,
10.1281986,-0.048455,10.320843,-0.160917,10.322211,90.893242,90.26899,0.472605,,
10.1306515,-0.096311,10.328021,-0.136989,10.329379,90.75988,90.534279,0.479773,,
10.1331053,-0.089133,10.3017,-0.108275,10.302654,90.602158,90.495728,0.453048,,
10.1355581,-0.058026,10.359127,-0.113061,10.359906,90.625298,90.320938,0.5103,,
10.138011,-0.041276,10.316056,-0.10349,10.316658,90.57476,90.229248,0.467052,,
10.1404638,-0.06999,10.316056,-0.144168,10.317301,90.800644,90.388725,0.467695,,
10.1429176,-0.048455,10.299307,-0.187238,10.301123,91.041496,90.269554,0.451517,,
10.1453705,-0.065204,10.308878,-0.199202,10.311008,91.106987,90.362396,0.461402,,
10.1478233,-0.077169,10.308878,-0.14656,10.310208,90.814491,90.428886,0.460602,,
10.1502771,-0.115454,10.299307,-0.170489,10.301365,90.948296,90.64225,0.451759,,
10.152729,-0.117847,10.275378,-0.16331,10.277351,90.910484,90.657089,0.427745,,
10.1551838,-0.120239,10.330414,-0.120239,10.331814,90.666809,90.666855,0.482208,,
10.1576366,-0.081954,10.316056,-0.129811,10.317198,90.720909,90.45517,0.467592,,
10.1600895,-0.098704,10.313663,-0.117847,10.314809,90.654617,90.548317,0.465203,,
10.1625423,-0.153739,10.3017,-0.115454,10.303493,90.642029,90.854996,0.453887,,
10.1649961,-0.108275,10.296914,-0.127418,10.298272,90.708923,90.602463,0.448666,,
10.16745,-0.05324,10.308878,-0.134596,10.309895,90.748024,90.295898,0.460289,,
10.1699038,-0.041276,10.313663,-0.16331,10.315039,90.907158,90.229301,0.465433,,
10.1723576,-0.101097,10.296914,-0.16331,10.298706,90.9086,90.562523,0.4491,,
10.1748123,-0.065204,10.308878,-0.18006,10.310657,91.000633,90.362396,0.461051,,
10.1772652,-0.081954,10.332807,-0.110668,10.333724,90.613617,90.45443,0.484118,,
10.1797199,-0.055633,10.292129,-0.160917,10.293537,90.895729,90.309708,0.443931,,
10.1821747,-0.089133,10.339985,-0.141775,10.341341,90.785522,90.493889,0.491735,,
10.1846275,-0.108275,10.265807,-0.14656,10.267425,90.817886,90.604286,0.417819,,
10.1870813,-0.079561,10.294521,-0.139382,10.295773,90.775681,90.442802,0.446167,,
10.1895351,-0.065204,10.304092,-0.125025,10.305058,90.695152,90.362564,0.455452,,
10.1919899,-0.060419,10.282557,-0.081954,10.283061,90.456642,90.336655,0.433455,,
10.1944427,-0.072383,10.282557,-0.16331,10.284109,90.909889,90.40332,0.434503,,
10.1968966,-0.06999,10.316056,-0.129811,10.31711,90.720917,90.388725,0.467504,,
10.1993513,-0.072383,10.332807,-0.062812,10.333251,90.348282,90.40136,0.483645,,
10.2018042,-0.101097,10.311271,-0.091525,10.312173,90.508537,90.561737,0.462567,,
10.2042589,-0.081954,10.351949,-0.136989,10.353179,90.758141,90.45359,0.503573,,
10.2067127,-0.077169,10.34477,-0.10349,10.345576,90.573158,90.427399,0.49597,,
10.2091675,-0.093918,10.383056,-0.101097,10.383973,90.557831,90.51825,0.534367,,
10.2116203,-0.074776,10.328021,-0.148953,10.329366,90.826256,90.414818,0.47976,,
10.2140741,-0.079561,10.316056,-0.156132,10.317544,90.867073,90.441879,0.467938,,
10.2165279,-0.072383,10.296914,-0.187238,10.298871,91.041725,90.402756,0.449265,,
10.2189798,-0.000598,10.306485,-0.203988,10.308504,91.133865,90.003326,0.458898,,
10.2214327,-0.029312,10.308878,-0.182453,10.310534,91.013947,90.16291,0.460928,,
10.2238865,-0.081954,10.332807,-0.18006,10.334701,90.998306,90.45443,0.485095,,
10.2263393,-0.067597,10.308878,-0.160917,10.310355,90.894272,90.375694,0.460749,,
10.2287931,-0.050847,10.299307,-0.081954,10.299758,90.455902,90.282867,0.450152,,
10.2312469,-0.060419,10.316056,-0.134596,10.317111,90.747498,90.335564,0.467505,,
10.2336998,-0.048455,10.325628,-0.122632,10.32647,90.680435,90.268867,0.476864,,
10.2361526,-0.072383,10.287343,-0.024526,10.287627,90.136597,90.40313,0.438021,,
10.2386065,-0.062812,10.308878,-0.055633,10.309219,90.309196,90.349098,0.459613,,
10.2410593,-0.06999,10.332807,-0.089133,10.333427,90.494217,90.388092,0.483821,,
10.2435131,-0.036491,10.318449,-0.172881,10.319962,90.959869,90.202621,0.470356,,
10.2459669,-0.077169,10.320843,-0.175274,10.322619,90.972908,90.428391,0.473013,,
10.2484188,-0.058026,10.330414,-0.120239,10.331277,90.666847,90.321831,0.481671,,
10.2508717,-0.065204,10.347163,-0.084347,10.347713,90.467041,90.361053,0.498107,,
10.2533255,-0.105882,10.34477,-0.182453,10.346921,91.010376,90.586426,0.497315,,
10.2557774,-0.077169,10.339985,-0.218345,10.342578,91.209679,90.427597,0.492972,,
10.2582312,-0.058026,10.351949,-0.14656,10.353148,90.811111,90.321159,0.503542,,
10.2606831,-0.065204,10.306485,-0.058026,10.306855,90.322571,90.36248,0.457249,,
10.2631369,-0.089133,10.318449,-0.077169,10.319122,90.428474,90.494919,0.469516,,
10.2655897,-0.041276,10.299307,-0.158524,10.30061,90.881805,90.229622,0.451004,,
10.2680426,-0.058026,10.311271,-0.203988,10.313452,91.133316,90.322426,0.463846,,
10.2704973,-0.108275,10.308878,-0.170489,10.310857,90.947418,90.601761,0.461251,,
10.2729511,-0.110668,10.335199,-0.050847,10.335917,90.281868,90.613495,0.486311,,
10.275403,-0.074776,10.373485,-0.026919,10.373789,90.148682,90.413002,0.524183,,
10.2778568,-0.098704,10.339985,-0.113061,10.341074,90.626434,90.546921,0.491468,,
10.2803097,-0.105882,10.385448,-0.148953,10.387056,90.821663,90.584122,0.53745,,
10.2827616,-0.125025,10.402198,-0.074776,10.403218,90.411835,90.688614,0.553612,,
10.2852154,-0.122632,10.342378,-0.074776,10.343375,90.414215,90.679337,0.493769,,
10.2876682,-0.058026,10.328021,-0.144168,10.32919,90.799721,90.321899,0.479584,,
10.2901201,-0.074776,10.308878,-0.151346,10.31026,90.841087,90.415588,0.460654,,
10.2925739,-0.096311,10.287343,-0.194417,10.289631,91.082634,90.536392,0.440025,,
10.2950268,-0.029312,10.275378,-0.141775,10.276399,90.790489,90.163445,0.426793,,
10.2974796,-0.024526,10.323236,-0.16331,10.324556,90.906319,90.136124,0.47495,,
10.2999334,-0.065204,10.308878,-0.165703,10.310415,90.92086,90.362396,0.460809,,
10.3023872,-0.046062,10.304092,-0.125025,10.304954,90.69516,90.256126,0.455348,,
10.3048401,-0.055633,10.287343,-0.046062,10.287597,90.256538,90.309845,0.437991,,
10.3072929,-0.06999,10.339985,-0.014955,10.340233,90.08287,90.387825,0.490627,,
10.3097467,-0.122632,10.366306,-0.029312,10.367073,90.162003,90.677773,0.517467,,
10.3121986,-0.16331,10.332807,-0.08674,10.334461,90.480904,90.905487,0.484855,,
10.3146524,-0.084347,10.368699,-0.136989,10.369947,90.756912,90.46608,0.520341,,
10.3171062,-0.079561,10.330414,-0.10349,10.331239,90.573952,90.441261,0.481633,,
10.3195591,-0.113061,10.294521,-0.122632,10.295873,90.682457,90.629234,0.446267,,
10.3220129,-0.077169,10.289736,-0.115454,10.290673,90.64283,90.429688,0.441067,,
10.3244658,-0.093918,10.318449,-0.160917,10.320131,90.893425,90.521492,0.470525,,
10.3269176,-0.06999,10.323236,-0.18006,10.325043,90.999237,90.388451,0.475437,,
10.3293715,-0.055633,10.311271,-0.120239,10.312122,90.668083,90.309128,0.462516,,
10.3318243,-0.062812,10.323236,-0.153739,10.324572,90.853195,90.34861,0.474966,,
10.3342772,-0.074776,10.342378,-0.096311,10.343097,90.533524,90.414246,0.493491,,
10.33673,-0.043669,10.337592,-0.08674,10.338048,90.480736,90.242035,0.488442,,
10.3391829,-0.062812,10.296914,-0.062812,10.297297,90.349495,90.349503,0.447691,,
10.3416357,-0.065204,10.335199,-0.110668,10.335998,90.61348,90.361473,0.486392,,
10.3440895,-0.06999,10.318449,-0.120239,10.319386,90.66761,90.388634,0.46978,,
10.3465424,-0.055633,10.320843,-0.132203,10.321839,90.733871,90.308846,0.472233,,
10.3489952,-0.084347,10.304092,-0.165703,10.30577,90.92128,90.469002,0.456164,,
10.351449,-0.079561,10.3017,-0.125025,10.302766,90.695305,90.442497,0.45316,,
10.3539019,-0.089133,10.306485,-0.055633,10.307021,90.309258,90.495491,0.457415,,
10.3563547,-0.074776,10.330414,-0.022134,10.330709,90.122757,90.414726,0.481103,,
10.3588085,-0.091525,10.308878,-0.077169,10.309573,90.428871,90.508675,0.459967,,
10.3612604,-0.072383,10.316056,-0.08674,10.316674,90.481735,90.402008,0.467068,,
10.3637142,-0.050847,10.325628,-0.108275,10.326322,90.600777,90.282143,0.476716,,
10.3661671,-0.038883,10.332807,-0.129811,10.333695,90.719765,90.215607,0.484089,,
10.3686199,-0.06999,10.299307,-0.156132,10.300728,90.868484,90.389351,0.451122,,
10.3710728,-0.105882,10.325628,-0.18006,10.327741,90.998978,90.587509,0.478135,,
10.3735266,-0.041276,10.332807,-0.189631,10.334629,91.051384,90.228874,0.485023,,
10.3759794,-0.014955,10.335199,-0.16331,10.3365,90.905273,90.082909,0.486894,,
10.3784323,-0.074776,10.316056,-0.144168,10.317334,90.800636,90.415298,0.467728,,
10.3808861,-0.115454,10.304092,-0.139382,10.305682,90.774933,90.641953,0.456076,,
10.3833389,-0.14656,10.289736,-0.081954,10.291105,90.456284,90.816032,0.441499,,
10.3857927,-0.160917,10.265807,-0.043669,10.267161,90.243698,90.898041,0.417555,,
10.3882456,-0.108275,10.28495,-0.065204,10.285728,90.36322,90.603165,0.436122,,
10.3906975,-0.08674,10.299307,-0.096311,10.300122,90.535751,90.482529,0.450516,,
10.3931513,-0.10349,10.304092,-0.067597,10.304834,90.375847,90.575432,0.455228,,
10.3956041,-0.065204,10.328021,-0.125025,10.328983,90.693542,90.361725,0.479377,,
10.398057,-0.098704,10.36152,-0.115454,10.362633,90.638367,90.545784,0.513027,,
10.4005098,-0.120239,10.339985,-0.129811,10.341499,90.719215,90.666237,0.491893,,
10.4029617,-0.093918,10.316056,-0.16331,10.317776,90.906921,90.521614,0.46817,,
10.4054155,-0.043669,10.339985,-0.156132,10.341256,90.865082,90.241974,0.49165,,
10.4078693,-0.098704,10.308878,-0.148953,10.310427,90.827774,90.548569,0.460821,,
10.4103222,-0.08674,10.292129,-0.158524,10.293715,90.882401,90.482864,0.444109,,
10.412775,-0.036491,10.294521,-0.117847,10.29526,90.655861,90.203094,0.445654,,
10.4152288,-0.062812,10.349556,-0.096311,10.350195,90.533157,90.347725,0.500589,,
10.4176817,-0.084347,10.320843,-0.108275,10.321755,90.601044,90.468239,0.472149,,
10.4201355,-0.120239,10.299307,-0.077169,10.300298,90.42926,90.668869,0.450692,,
10.4225893,-0.113061,10.3017,-0.08674,10.302685,90.482384,90.628792,0.453079,,
10.4250431,-0.06999,10.337592,-0.077169,10.338118,90.427689,90.387909,0.488512,,
10.427495,-0.081954,10.320843,-0.048455,10.321282,90.268982,90.454956,0.471676,,
10.4299488,-0.101097,10.306485,-0.05324,10.307119,90.295959,90.561996,0.457513,,
10.4324026,-0.05324,10.306485,-0.10349,10.307142,90.575294,90.295967,0.457536,,
